subscriber_id,account_number,msisdn,id_number,plan,contract_type,network_type,service_status,acquisition_channel,payment_method,region,device_type,node_id,tenure_months,activation_date,created_date,closed_date,last_recharge_days_ago,sla_hours,monthly_charges,data_volume_mb,data_overage_mb,call_minutes,sms_count,intl_call_minutes,roaming_flag,avg_recharge_amount,latency_ms,signal_strength_dbm,complaint_count,support_calls,nps_score,csat_score,app_logins_monthly,refund_amount,payment_failures,days_overdue,bill_shock_flag,paperless_billing,plan_upgrades,reactivation_count,churn
SUB00073,ACC962584,27602786249,9651785008180,Postpaid 999,One Year,3G,Active,Online Portal,Debit Order,Free State,Router,BTS_EL_005,12,2025-11-22,2024-04-15T21:00:00,2024-04-17T07:12:00,76,8,801.62,1052.8,493.0,523.3,35,0.0,0,100.15,201.1,-86.3,1,0,2,4.1,13,73.72,0,0,1,0,0,1,0
SUB00074,ACC798377,27602874017,8748163156084,Postpaid 999,One Year,NB-IoT,Active,Retail Store,Mobile Money,Western Cape,Feature Phone,BTS_PTA_012,42,2024-10-19,2024-05-14T03:00:00,2024-05-17T04:54:00,23,8,1063.54,1712.1,457.9,249.0,31,12.48,1,98.35,106.0,-96.8,0,1,0,2.5,15,,0,0,1,0,1,0,0
SUB00075,ACC344796,27604139906,9057142802181,Prepaid Basic,Month-to-Month,4G LTE,Active,Retail Store,Credit Card,Western Cape,IoT Device,BTS_DBN_003,55,2025-01-11,2024-02-02T03:00:00,2024-02-02T05:06:00,13,48,592.12,709.9,252.6,421.6,34,0.0,0,144.55,326.8,-53.7,1,1,8,3.9,15,88.43,1,25,0,0,0,1,0
SUB00076,ACC271939,27602380543,8781796491182,Business Pro,Two Year,2G,Suspended,Referral,Voucher,North West,Feature Phone,BTS_DBN_003,60,2025-12-01,2024-05-07T20:00:00,2024-05-09T04:00:00,52,48,1245.66,2024.0,15.6,251.9,36,0.0,0,0.0,110.5,-109.8,1,0,1,2.2,16,387.36,0,0,1,1,2,0,0
SUB00077,ACC265829,27607911524,9518327041187,Postpaid 199,Two Year,2G,Active,Agent,EFT,Gauteng,Tablet,BTS_JHB_001,24,2024-06-25,2024-12-28T11:00:00,2024-12-28T20:18:00,66,4,494.63,1588.7,375.3,308.6,39,0.0,0,34.26,146.3,-86.3,0,1,5,3.1,13,,0,0,0,0,0,0,0
SUB00078,ACC889723,27602660731,8910806904190,IoT SIM,Month-to-Month,NB-IoT,Active,Online Portal,EFT,KwaZulu-Natal,Router,BTS_CPT_007,43,2025-08-23,2024-10-05T09:00:00,2024-10-09T06:00:00,70,48,692.67,8047.7,635.8,145.4,28,0.0,0,38.68,397.3,-54.1,0,1,9,1.7,11,0.0,0,0,0,0,1,0,0
SUB00079,ACC738745,27605550761,8011298909185,Postpaid 499,One Year,4G LTE,Suspended,Retail Store,EFT,Northern Cape,IoT Device,BTS_DBN_003,38,2024-01-22,2024-10-12T05:00:00,2024-10-14T15:48:00,53,4,-,221.7,464.8,123.8,28,0.0,0,89.48,13.1,-67.1,1,2,4,3.8,13,284.86,0,0,0,0,0,0,0
SUB00080,ACC721191,27604585382,9696473739182,Postpaid 199,Month-to-Month,5G,Active,Referral,Debit Order,Mpumalanga,Wearable,BTS_CPT_007,33,2024-03-19,2024-02-25T10:00:00,2024-02-29T02:48:00,7,8,154.8,3416.0,596.2,169.1,33,0.0,0,0.0,52.2,-64.8,1,1,4,2.0,7,383.9,0,0,0,0,0,2,0
SUB00081,ACC168486,27603812781,8015923516094,Postpaid 199,One Year,3G,Active,Referral,Debit Order,KwaZulu-Natal,Router,BTS_DBN_003,4,2024-07-14,2024-05-30T00:00:00,2024-06-02T15:18:00,42,4,365.59,527.0,140.9,40.4,25,0.0,0,148.42,447.6,,1,0,10,1.1,13,449.46,0,0,0,1,2,0,0
SUB00082,ACC387013,27609806436,9134474572180,Prepaid Basic,Month-to-Month,2G,Active,Referral,Debit Order,Gauteng,Smartphone,BTS_PTA_012,8,2024-11-01,2024-05-14T06:00:00,2024-05-15T05:54:00,1,4,792.8,1014.5,44.4,715.2,27,0.0,0,0.0,217.4,-65.9,4,4,0,4.5,10,161.65,0,0,0,0,0,1,0
SUB00083,ACC904488,27605731815,8298315520084,Prepaid Basic,One Year,5G,Active,Online Portal,Credit Card,Eastern Cape,Smartphone,BTS_EL_005,29,2025-05-16,2024-11-17T03:00:00,2024-11-17T12:18:00,71,4,630.3,477.2,67.0,98.1,36,0.0,0,0.0,440.2,-88.2,0,2,7,3.4,12,,1,58,0,0,0,0,0
SUB00084,ACC314790,27601116935,8367089894180,Postpaid 199,Month-to-Month,3G,Active,Referral,Credit Card,Mpumalanga,,BTS_NM_009,46,2025-04-12,2024-08-28T09:00:00,2024-08-30T01:42:00,63,4,253.53,1743.0,147.9,31.6,33,0.0,0,0.0,298.2,-50.2,2,3,10,3.1,10,349.48,0,0,0,1,0,0,0
SUB00085,ACC366893,27609120332,9606873321093,Postpaid 999,One Year,5G,Active,Retail Store,Voucher,Western Cape,Smartphone,BTS_PTA_012,60,2025-06-22,2024-04-06T22:00:00,2024-04-10T08:48:00,49,8,215.86,1104.1,169.2,599.4,38,15.06,1,0.0,229.3,-108.9,1,1,6,1.1,13,51.46,0,0,0,0,2,0,0
SUB00086,ACC431576,27601523459,9154515730190,Prepaid Basic,One Year,NB-IoT,Active,Retail Store,Debit Order,North West,Tablet,BTS_JHB_001,70,2025-05-28,2024-10-05T04:00:00,2024-10-08T03:06:00,5,8,455.14,3719.7,288.4,299.0,30,77.98,1,0.0,,-56.0,1,1,0,4.8,12,486.37,0,0,0,0,0,0,0
SUB00087,ACC402682,27606796586,8487448512192,Prepaid Smart,One Year,5G,Active,Agent,EFT,North West,Feature Phone,BTS_JHB_001,46,2024-12-26,2024-03-01T12:00:00,2024-03-03T10:42:00,38,8,426.41,692.0,56.0,114.6,33,0.0,0,54.89,294.9,-64.8,2,1,9,1.1,8,93.8,0,0,0,0,1,1,0
SUB00088,ACC173111,27601933813,9556338335190,Postpaid 999,Two Year,5G,Active,Retail Store,Mobile Money,Limpopo,Router,BTS_NM_009,40,2024-04-05,2024-10-08T21:00:00,2024-10-10T09:48:00,45,8,587.55,3612.0,125.4,765.8,23,65.06,1,0.0,157.0,-70.9,1,3,9,3.3,8,302.57,0,0,0,0,0,1,0
SUB00089,ACC402424,27602305800,8010684233191,Prepaid Basic,Month-to-Month,4G LTE,Active,Retail Store,Mobile Money,Free State,Router,BTS_CPT_007,56,2024-12-02,2024-02-02T03:00:00,2024-02-03T02:00:00,57,24,301.02,1341.6,177.9,296.1,44,0.0,0,0.0,382.2,-53.2,1,1,4,1.1,13,204.97,0,0,0,0,0,1,0
SUB00090,ACC907901,27608897395,8897628632091,Prepaid Basic,Month-to-Month,NB-IoT,Active,Online Portal,Mobile Money,Mpumalanga,Router,BTS_NM_009,57,2025-02-26,2024-09-01T16:00:00,2024-09-03T10:36:00,80,48,752.8,3083.2,74.4,4.4,37,0.0,0,0.0,283.6,-105.6,3,1,10,1.5,17,340.55,0,0,0,1,0,0,0
SUB00091,ACC121553,27608662507,8693514603086,,Two Year,2G,Active,Direct Sales,Credit Card,Northern Cape,Feature Phone,BTS_CPT_007,49,2025-07-06,2024-12-03T11:00:00,2024-12-06T00:24:00,27,24,468.22,1657.9,79.4,29.5,28,49.2,1,0.0,326.1,-65.6,1,2,9,3.4,8,212.84,0,0,0,0,1,0,0
SUB00092,ACC313993,27603702291,9426984379197,Prepaid Basic,One Year,3G,Active,Referral,Debit Order,Free State,Feature Phone,BTS_CPT_007,79,2025-08-15,2024-11-25T19:00:00,2024-11-29T14:24:00,65,24,-,491.9,255.0,262.8,30,0.0,0,0.0,438.4,-95.8,1,1,5,3.8,10,95.15,0,0,0,1,1,0,0
SUB00093,ACC704459,27603868696,9166047407198,Postpaid 999,Two Year,4G LTE,Active,Online Portal,Voucher,Limpopo,Router,BTS_NM_009,35,2025-08-15,2024-01-05T02:00:00,2024-01-06T19:24:00,45,4,732.1,5211.6,325.1,10.1,36,0.0,0,0.0,205.1,-84.2,1,2,3,3.1,11,320.42,0,0,0,0,0,0,0
SUB00094,ACC937110,27602784711,9569685690184,Prepaid Smart,Two Year,5G,Active,Referral,Debit Order,North West,Feature Phone,BTS_JHB_001,53,2024-05-02,2024-02-03T05:00:00,2024-02-03T22:18:00,37,4,530.47,2922.5,85.8,106.5,30,0.0,0,0.0,334.7,-67.0,1,0,6,1.9,7,381.12,1,47,0,1,0,0,0
SUB00095,ACC723170,27604446007,8160145301182,Prepaid Smart,Month-to-Month,5G,Active,Online Portal,Voucher,Western Cape,,BTS_JHB_001,33,2025-10-27,2024-01-01T11:00:00,2024-01-05T07:06:00,6,4,539.37,4293.3,585.0,742.8,32,0.0,0,0.0,316.3,-57.4,1,0,7,2.5,11,211.78,0,0,0,0,1,0,0
SUB00096,ACC549231,27609679131,8872291714090,Business Pro,One Year,NB-IoT,Active,Referral,Voucher,Mpumalanga,Smartphone,BTS_NM_009,28,2024-02-17,2024-11-26T21:00:00,2024-11-28T00:48:00,64,8,464.42,2610.8,10.3,97.6,29,66.67,1,0.0,394.1,-104.8,5,4,1,3.4,13,269.19,0,0,0,0,0,0,1
SUB00097,ACC159775,27606452702,9045386687183,Postpaid 999,Two Year,NB-IoT,Active,Online Portal,Debit Order,Mpumalanga,Tablet,BTS_PTA_012,65,2024-04-03,2024-06-07T13:00:00,2024-06-07T17:30:00,18,4,270.92,5144.5,477.8,261.5,25,17.28,1,81.07,50.4,-79.9,1,0,9,1.1,8,190.06,0,0,0,1,1,0,0
SUB00098,ACC371876,27606066865,8854203330192,Business Pro,Two Year,2G,Active,Agent,Mobile Money,Gauteng,Smartphone,BTS_PTA_012,79,2024-12-16,2024-09-16T07:00:00,2024-09-17T18:54:00,35,24,1127.91,2046.3,31.9,172.9,39,0.0,0,77.93,291.3,-101.5,1,1,5,4.3,13,382.78,2,54,1,0,0,0,0
SUB00099,ACC378211,27604969746,8238712695181,Postpaid 999,Month-to-Month,2G,Active,Online Portal,Debit Order,Mpumalanga,Smartphone,BTS_DBN_003,59,2025-06-27,2024-02-18T02:00:00,2024-02-18T03:30:00,24,8,755.55,1871.4,1.2,750.4,29,0.0,0,0.0,425.8,-108.5,2,1,5,2.2,12,270.37,0,0,0,1,1,0,0
SUB00100,ACC927002,27601360326,8270005339195,Postpaid 199,Two Year,3G,Active,Online Portal,EFT,Western Cape,Tablet,BTS_CPT_007,33,2024-12-05,2024-03-19T23:00:00,2024-03-20T10:36:00,67,4,808.43,2201.0,88.2,32.6,30,0.0,0,103.59,136.5,,1,2,2,1.8,13,103.71,0,0,1,1,1,0,0
SUB00101,ACC562238,27604265580,8722846643085,Postpaid 199,One Year,2G,Active,Retail Store,Credit Card,Mpumalanga,Smartphone,BTS_PTA_012,18,2025-11-02,2024-08-11T22:00:00,2024-08-12T19:18:00,57,24,1277.87,1094.5,988.7,169.9,27,0.0,0,69.6,149.0,-62.1,3,0,8,3.9,7,478.86,0,0,1,1,1,0,0
SUB00102,ACC975218,27609366972,9266481994194,Postpaid 999,One Year,5G,Active,Online Portal,Voucher,KwaZulu-Natal,Feature Phone,BTS_PTA_012,14,2025-12-28,2024-11-09T05:00:00,2024-11-12T02:54:00,72,48,1242.45,230.5,127.6,229.3,34,0.0,0,0.0,61.2,-81.0,1,1,10,,13,477.75,0,0,1,0,1,1,0
SUB00103,ACC445445,27607070380,8799639544197,Business Pro,Month-to-Month,4G LTE,Active,Retail Store,EFT,Northern Cape,Wearable,BTS_PTA_012,56,2024-11-27,2024-06-16T15:00:00,2024-06-18T04:18:00,30,24,860.38,2822.3,317.8,68.7,22,0.0,0,64.13,367.2,-55.5,0,0,1,2.8,14,0.0,0,0,1,0,1,0,0
SUB00104,ACC459012,27606173709,8444407055189,IoT SIM,Month-to-Month,4G LTE,Active,Direct Sales,Mobile Money,Free State,IoT Device,BTS_PTA_012,26,2025-02-01,2024-04-25T14:00:00,2024-04-29T01:36:00,16,24,220.05,745.5,135.3,17.9,26,76.87,1,0.0,,-65.4,1,0,4,1.9,18,56.28,1,14,0,0,1,0,0
SUB00105,ACC468321,27607724076,9651639423193,Prepaid Smart,One Year,3G,Active,Online Portal,Credit Card,Northern Cape,Router,BTS_CPT_007,11,2025-10-20,2024-06-22T20:00:00,2024-06-26T16:48:00,31,48,201.8,2833.3,809.4,113.8,30,0.0,0,116.78,89.7,-97.8,1,0,4,3.5,13,447.43,0,0,0,0,0,1,0
SUB00106,ACC229781,27608500879,8324693739181,Postpaid 999,Two Year,NB-IoT,Active,Retail Store,EFT,North West,Feature Phone,BTS_JHB_001,32,2024-03-18,2024-11-06T14:00:00,2024-11-07T09:30:00,59,24,421.81,2954.9,334.9,258.3,24,0.0,0,28.2,293.1,-93.2,4,2,8,1.7,12,441.26,0,0,0,0,1,1,0
SUB00107,ACC718945,27603488205,9522196622191,Postpaid 999,Month-to-Month,NB-IoT,Active,Online Portal,Credit Card,Limpopo,Smartphone,BTS_NM_009,27,2024-12-29,2024-02-20T00:00:00,2024-02-23T01:12:00,81,48,934.42,1511.6,32.6,100.0,36,0.0,0,94.1,209.4,-57.2,1,1,2,4.0,13,255.28,1,25,1,1,2,0,1
SUB00108,ACC366750,27608144584,8610255444195,Postpaid 999,One Year,5G,Active,Referral,Voucher,Eastern Cape,,BTS_PTA_012,23,2025-09-03,2024-09-18T21:00:00,2024-09-22T12:48:00,18,4,138.07,,67.2,230.1,28,0.0,0,0.0,320.8,-74.4,1,3,4,1.6,16,187.02,0,0,0,0,0,0,0
SUB00109,ACC119488,27609494900,8254452114092,Postpaid 499,One Year,4G LTE,Active,Direct Sales,Credit Card,Western Cape,Feature Phone,BTS_CPT_007,11,2024-09-27,2024-03-03T07:00:00,2024-03-07T01:48:00,73,48,120.24,5344.0,134.3,119.4,21,0.0,0,34.05,30.0,-58.1,0,3,10,3.4,9,0.0,0,0,0,1,1,0,0
SUB00110,ACC860687,27605069383,9338373998183,IoT SIM,One Year,5G,Active,Direct Sales,Debit Order,Western Cape,Wearable,BTS_NM_009,39,2025-12-02,2024-12-30T14:00:00,2025-01-03T07:48:00,42,48,1021.63,1655.3,203.8,879.0,22,0.0,0,0.0,389.7,-102.7,2,1,8,2.1,10,9.54,1,29,1,0,1,0,0
SUB00111,ACC487339,27606119652,8465755193193,IoT SIM,One Year,5G,Active,Referral,Credit Card,Limpopo,Feature Phone,BTS_EL_005,19,2025-02-03,2024-05-11T15:00:00,2024-05-14T16:30:00,26,24,283.39,4042.2,682.5,323.2,24,71.9,1,0.0,323.0,-70.3,1,0,7,4.6,11,395.23,0,0,0,0,0,1,1
SUB00112,ACC124206,27602530487,9194214807098,IoT SIM,Month-to-Month,2G,Active,Online Portal,Mobile Money,Free State,IoT Device,BTS_PTA_012,78,2025-09-12,2024-02-10T11:00:00,2024-02-14T07:06:00,50,4,498.76,929.1,60.9,122.6,32,0.0,0,55.95,387.6,-52.0,1,3,8,1.8,12,170.35,0,0,0,1,1,0,0
SUB00113,ACC415816,27608480910,9279427045185,Business Pro,Two Year,4G LTE,Active,Referral,Mobile Money,Northern Cape,IoT Device,BTS_JHB_001,62,2025-08-27,2024-02-29T16:00:00,2024-03-04T02:06:00,60,48,138.97,4114.0,91.7,303.5,19,74.94,1,0.0,404.3,-52.5,2,1,1,2.3,16,123.38,0,0,0,0,2,0,0
SUB00114,ACC836908,27603976527,8929424725084,Postpaid 499,Month-to-Month,5G,Active,Agent,Debit Order,Mpumalanga,Tablet,BTS_JHB_001,3,2025-10-07,2024-02-03T11:00:00,2024-02-04T09:12:00,78,8,383.18,8554.0,1388.3,130.9,36,0.0,0,0.0,97.3,-63.1,0,2,2,4.3,16,0.0,1,32,1,0,2,0,1
SUB00115,ACC287707,27609131786,9803548456184,IoT SIM,One Year,5G,Terminated,Direct Sales,Credit Card,Northern Cape,Feature Phone,BTS_CPT_007,40,2025-08-08,2024-05-17T14:00:00,2024-05-18T11:00:00,41,48,830.51,1064.8,567.6,1507.4,35,0.0,0,26.6,191.3,-79.1,1,1,1,3.5,10,109.85,0,0,1,0,0,0,0
SUB00116,ACC469786,27602408001,8781672331194,Postpaid 199,One Year,NB-IoT,Active,Agent,Debit Order,Gauteng,Tablet,BTS_JHB_001,4,2025-10-16,2024-09-13T18:00:00,2024-09-17T12:00:00,28,8,942.71,1446.5,504.0,458.2,27,0.0,0,98.62,112.2,-62.1,0,1,3,4.7,13,0.0,0,0,1,0,0,0,0
SUB00117,ACC567393,27602068036,8738684554181,Postpaid 499,One Year,2G,Active,Online Portal,Voucher,Western Cape,Feature Phone,BTS_PTA_012,80,2024-03-08,2024-10-08T20:00:00,2024-10-09T18:06:00,70,8,370.51,855.1,157.3,239.5,19,0.0,0,52.93,301.3,-53.2,2,0,10,4.1,14,73.79,0,0,0,1,2,0,0
SUB00118,ACC582577,27607872303,8588599497094,Postpaid 999,Two Year,3G,Porting Out,Retail Store,Credit Card,North West,IoT Device,BTS_JHB_001,30,2025-01-03,2024-03-13T01:00:00,2024-03-14T08:30:00,44,8,331.82,760.9,118.5,483.3,39,0.0,0,142.4,178.2,-70.4,0,1,8,3.3,15,0.0,0,0,0,1,0,1,0
SUB00119,ACC351599,27607011061,8132086191193,Postpaid 199,Two Year,4G LTE,Active,Referral,Debit Order,Mpumalanga,Feature Phone,BTS_DBN_003,75,2024-09-09,2024-04-07T18:00:00,2024-04-07T23:24:00,58,4,449.3,3528.3,408.9,277.0,36,119.28,1,0.0,311.9,-90.3,2,2,10,3.4,8,244.64,0,0,0,1,0,0,0
SUB00120,ACC252159,27603263097,9329981858095,Postpaid 499,One Year,5G,Active,Agent,Debit Order,North West,Smartphone,BTS_CPT_007,35,2025-08-05,2024-06-21T21:00:00,2024-06-23T12:12:00,16,4,1044.83,289.2,44.7,279.2,41,0.0,0,91.94,134.2,-89.8,1,2,1,4.0,8,211.26,0,0,1,1,1,0,0
SUB00121,ACC349817,27606204403,9779458593080,Postpaid 999,Month-to-Month,5G,Active,Agent,EFT,Gauteng,Smartphone,BTS_JHB_001,71,2024-08-02,2024-02-01T01:00:00,2024-02-04T19:00:00,19,4,1219.89,588.3,1094.7,19.0,36,0.0,0,74.52,25.8,-101.0,0,0,10,,12,0.0,0,0,1,1,0,1,0
SUB00122,ACC153593,27607508746,8936962492080,Business Pro,One Year,2G,Active,Direct Sales,EFT,KwaZulu-Natal,Feature Phone,BTS_PTA_012,34,2025-04-09,2024-09-06T11:00:00,2024-09-09T04:06:00,83,8,198.95,713.5,261.0,54.7,37,0.0,0,0.0,400.7,-57.3,0,0,5,,16,0.0,0,0,0,0,0,0,0
SUB00123,ACC816393,27606008747,8040203197194,Business Pro,Month-to-Month,NB-IoT,Terminated,Direct Sales,Credit Card,Free State,Smartphone,BTS_NM_009,12,2025-08-11,2024-04-30T22:00:00,2024-05-04T21:36:00,74,8,1136.04,2214.7,209.5,244.6,23,0.0,0,34.0,413.1,-104.7,0,0,6,1.5,16,0.0,0,0,1,1,2,1,0
SUB00124,ACC839047,27606019962,9820327873180,Prepaid Basic,Month-to-Month,NB-IoT,Active,Referral,Debit Order,Northern Cape,Router,BTS_PTA_012,63,2024-08-28,2024-01-14T00:00:00,2024-01-14T21:12:00,33,24,479.43,348.1,178.0,66.3,38,0.0,0,119.63,104.9,-73.1,1,1,1,2.4,14,416.46,0,0,0,1,0,0,0
SUB00125,ACC826838,27607719718,9145591708197,Prepaid Basic,Two Year,NB-IoT,Active,Referral,Debit Order,Northern Cape,Smartphone,BTS_JHB_001,71,2024-08-02,2024-10-11T03:00:00,2024-10-12T11:06:00,60,48,1163.46,2070.2,376.7,15.6,44,8.84,1,139.42,139.6,-78.7,3,2,7,3.6,12,467.27,0,0,1,0,0,0,0
SUB00126,ACC401662,27609706102,9293495478185,Postpaid 199,Two Year,3G,Porting Out,Referral,Mobile Money,North West,IoT Device,BTS_CPT_007,16,2024-04-18,2024-12-05T14:00:00,2024-12-08T15:42:00,69,4,955.75,1996.9,140.1,375.2,29,85.02,1,124.02,231.4,-89.0,1,1,10,2.8,12,108.58,0,0,1,0,1,0,0
SUB00127,ACC595205,27607384482,9453739319195,Prepaid Basic,Month-to-Month,4G LTE,Active,Referral,Credit Card,Western Cape,Router,BTS_CPT_007,68,2024-01-04,2024-12-16T10:00:00,2024-12-17T21:30:00,44,8,512.18,2116.6,525.1,112.8,26,119.23,1,0.0,382.9,-60.7,1,3,9,2.7,20,325.88,2,41,0,1,0,0,0
SUB00128,ACC617759,27602472617,9073901306195,Prepaid Basic,Month-to-Month,NB-IoT,Active,Referral,Credit Card,Northern Cape,Smartphone,BTS_EL_005,76,2025-01-07,2024-10-20T14:00:00,2024-10-21T09:24:00,47,48,418.41,702.4,482.2,137.6,27,0.0,0,0.0,192.0,-69.2,3,1,9,4.8,10,,0,0,0,1,0,0,1
SUB00129,ACC707350,27609224545,9739053435092,Postpaid 999,Two Year,5G,Active,Online Portal,Credit Card,Northern Cape,Tablet,BTS_PTA_012,29,2025-01-27,2024-02-12T10:00:00,2024-02-15T20:12:00,17,24,791.39,113.0,532.7,,22,0.0,0,0.0,213.8,-100.7,0,0,2,3.4,5,0.0,0,0,0,0,0,0,0
SUB00130,ACC656520,27608926096,9442607613183,Postpaid 499,Month-to-Month,4G LTE,Active,,EFT,KwaZulu-Natal,Router,BTS_JHB_001,71,2024-12-03,2024-02-23T00:00:00,2024-02-23T09:18:00,39,8,1229.76,1378.1,32.9,56.6,26,0.0,0,0.0,371.4,-68.1,0,1,10,5.0,11,0.0,0,0,1,1,0,0,0
SUB00131,ACC452442,27601917830,8621781186193,,Two Year,5G,Active,Direct Sales,Mobile Money,Limpopo,IoT Device,BTS_CPT_007,72,2025-05-12,2024-09-06T01:00:00,2024-09-07T22:48:00,79,48,850.47,1574.4,258.2,101.2,28,0.0,0,61.16,201.0,-72.6,1,2,4,2.9,13,158.96,0,0,1,0,2,0,0
SUB00132,ACC353263,27602296175,9213464799188,Postpaid 199,Month-to-Month,4G LTE,Active,Agent,Voucher,Limpopo,Feature Phone,BTS_NM_009,53,2024-05-29,2024-05-24T18:00:00,2024-05-28T05:12:00,66,48,648.54,198.5,349.9,593.2,28,0.0,0,0.0,200.7,-78.8,2,0,1,3.5,13,113.34,0,0,0,1,0,0,0
SUB00133,ACC297066,27608407356,9232242486080,IoT SIM,Month-to-Month,2G,Active,Referral,EFT,Western Cape,Smartphone,BTS_EL_005,21,2024-09-29,2024-04-19T01:00:00,2024-04-19T16:54:00,42,4,1189.9,1134.5,338.9,493.7,30,0.0,0,108.08,246.6,-70.9,0,2,8,2.7,17,0.0,0,0,1,1,1,1,0
SUB00134,ACC810464,27608318095,8723962461195,IoT SIM,Two Year,3G,Active,Retail Store,EFT,Mpumalanga,Feature Phone,BTS_PTA_012,42,2024-02-02,2024-09-13T03:00:00,2024-09-14T13:48:00,15,24,898.21,844.3,407.1,161.1,33,0.0,0,118.05,119.2,-58.9,3,3,2,,15,329.41,0,0,1,0,2,0,0
SUB00135,ACC210531,27608231080,9527679874084,Prepaid Basic,null,4G LTE,Active,Online Portal,Debit Order,KwaZulu-Natal,Tablet,BTS_JHB_001,8,2025-06-01,2024-10-18T10:00:00,2024-10-20T15:18:00,42,8,276.11,766.2,90.8,124.0,32,0.0,0,0.0,266.0,-74.4,0,3,5,3.8,11,0.0,0,0,0,1,0,0,0
SUB00136,ACC238444,27608991239,9331449271188,Prepaid Basic,Two Year,4G LTE,Active,Direct Sales,Debit Order,North West,Feature Phone,BTS_PTA_012,58,2025-10-18,2024-01-17T04:00:00,2024-01-17T15:24:00,75,8,1108.72,83.0,200.2,84.6,35,14.99,1,100.63,186.1,-97.5,4,1,1,2.8,11,17.21,0,0,1,1,1,0,0
SUB00137,ACC639766,27608097957,8736524402196,Prepaid Basic,Two Year,2G,Active,Retail Store,EFT,,Router,BTS_CPT_007,22,2025-08-26,2024-01-28T10:00:00,2024-01-29T14:42:00,58,24,887.49,2980.1,178.5,60.7,24,0.0,0,97.87,37.8,-109.8,2,2,8,4.2,17,253.86,0,0,1,0,0,0,0
SUB00138,ACC807139,27603711659,8570424397181,Prepaid Smart,Two Year,4G LTE,Active,Agent,EFT,Free State,Feature Phone,BTS_NM_009,6,2024-12-06,2024-08-26T11:00:00,2024-08-30T10:54:00,5,48,578.18,7161.8,102.0,5.7,40,0.0,0,50.01,23.7,-104.0,1,1,10,4.2,6,485.31,0,0,0,1,0,0,0
SUB00139,ACC853092,27606476231,8305952333083,Prepaid Basic,Month-to-Month,5G,Active,Online Portal,Voucher,Limpopo,Wearable,BTS_JHB_001,31,2025-05-16,2024-06-01T18:00:00,2024-06-01T19:48:00,62,24,790.83,185.9,430.1,0.6,29,0.0,0,0.0,68.5,-75.2,0,2,9,4.8,11,0.0,0,0,0,1,0,0,0
SUB00140,ACC412614,27609659074,8125151185080,Business Pro,One Year,5G,Active,Retail Store,Debit Order,KwaZulu-Natal,Router,BTS_PTA_012,66,2024-09-26,2024-12-21T00:00:00,2024-12-21T10:24:00,36,48,1101.41,347.0,15.3,,34,0.0,0,72.61,327.1,-95.9,3,1,6,4.3,7,3.64,0,0,1,1,0,0,0
SUB00141,ACC966536,27607615506,9839436609195,Prepaid Smart,Month-to-Month,2G,Terminated,Online Portal,Debit Order,Gauteng,Wearable,BTS_JHB_001,22,2025-03-03,2024-01-27T23:00:00,2024-01-30T13:48:00,57,4,455.88,1481.2,83.0,126.0,30,0.0,0,0.0,63.2,-52.0,4,0,2,1.4,10,339.27,0,0,0,0,0,0,0
SUB00142,ACC632092,27603016316,8094814724082,Postpaid 199,One Year,2G,Porting Out,Agent,Mobile Money,Western Cape,Smartphone,BTS_CPT_007,40,2024-11-05,2024-03-23T03:00:00,2024-03-23T19:30:00,44,48,751.86,88.6,66.8,1140.7,27,0.0,0,98.49,262.7,-103.6,1,0,5,1.5,7,470.75,1,16,0,0,0,0,0
SUB00143,ACC236369,27603608595,8380764203081,Postpaid 499,Month-to-Month,4G LTE,Active,Referral,EFT,Limpopo,Wearable,BTS_EL_005,61,2025-01-03,2024-06-12T05:00:00,2024-06-15T00:12:00,2,8,523.1,246.8,579.8,3.0,31,0.0,0,83.34,350.3,-96.0,0,0,4,2.7,11,0.0,0,0,0,1,0,0,0
SUB00144,ACC130950,27606673360,8925307554195,IoT SIM,Month-to-Month,3G,Suspended,Referral,Credit Card,Gauteng,Wearable,BTS_EL_005,1,2024-01-19,2024-06-16T18:00:00,2024-06-19T16:24:00,31,48,483.66,7632.1,194.5,112.0,34,0.0,0,0.0,410.2,-92.5,0,0,0,2.2,9,0.0,0,0,0,1,2,0,0
SUB00145,ACC924162,27601617135,9718703035095,Business Pro,One Year,4G LTE,Active,Retail Store,EFT,Western Cape,Smartphone,BTS_NM_009,71,2024-08-10,2024-03-05T22:00:00,2024-03-06T07:12:00,61,4,1066.99,1259.1,144.6,132.9,37,0.0,0,36.03,190.8,-64.3,0,2,5,2.1,11,0.0,0,0,1,0,0,0,0
SUB00146,ACC272792,27608346157,8376543809191,Prepaid Basic,Month-to-Month,5G,Active,Online Portal,EFT,Limpopo,Smartphone,BTS_PTA_012,24,2025-11-19,2024-06-07T03:00:00,2024-06-08T08:00:00,5,4,784.91,413.0,244.2,81.7,34,83.1,1,25.6,340.8,-104.8,1,0,2,1.8,21,494.86,0,0,0,0,0,0,0
SUB00147,ACC625825,27606347492,9481171692095,Prepaid Basic,Two Year,4G LTE,Active,Retail Store,EFT,North West,Wearable,BTS_PTA_012,19,2025-10-11,2024-08-23T03:00:00,2024-08-26T21:06:00,88,48,213.22,822.3,357.6,98.9,32,0.0,0,96.18,255.5,-79.5,1,0,6,3.2,11,,0,0,0,1,1,1,0
